,Name,About
154,Jair Feldens Ferrari,"   Long professional experience and extensive university education. Habituated to work in a team at various levels and in a structured way. Senior Officer (Colonel) retired from the Brazilian Air Force with experience in administration, strategic planning, institutional and international affairs, research and development, project portfolio management, systems engineering, industrial engineering, optimization of industrial systems in public and private institutions. Also, as a military pilot, maritime patrol, search and rescue, air transport and electronic warfare. Graduate of the Academy of the Brazilian Air Force in the Aviator Officer Training Course. Master's degree in Administration from the University of Brasilia and master’s degree in Systems Engineering with specialization in Electronic Warfare at the US Naval Postgraduate School, Monterey, California. Graduated Ph.D. in Industrial Engineering at Concordia University in Montreal, Quebec.Long professional experience and extensive university education. Habituated to work in a team at various levels and in a structured way. Senior Officer (Colonel) retired from the Brazilian Air Force with experience in administration, strategic planning, institutional and international affairs, research and development, project portfolio management, systems engineering, industrial engineering, optimization of industrial systems in public and private institutions. Also, as a military pilot, maritime patrol, search and rescue, air transport and electronic warfare. Graduate of the Academy of the Brazilian Air Force in the Aviator Officer Training Course. Master's degree in Administration from the University of Brasilia and master’s degree in Systems Engineering with specialization in Electronic Warfare at the US Naval Postgraduate School, Monterey, California. Graduated Ph.D. in Industrial Engineering at Concordia University in Montreal, Quebec. "
155,Ketan Mehta,
156,Michael Girgis,"   A synthetic organic chemist & an experienced spectroscopist  PhD candidate with an extensive hands-on experience conducting research at the GMU Biochemistry and Chemistry department. High-achieving George Mason honors student with outstanding inter-personal & communication skills.Specialities: Organic Chemistry, Organic Synthesis,  NMR spectroscopy, Column Chromatography, Gas Chromatography and  (HPLC) high performance liquid chromatography,   IR spectroscopy,  Mass Spectrometry,   Pharmacokinetics,  Pharmacology organic Chemistry,  Online Research,  Polymer Chemistry,  Extensive chemical laboratory  research Skills. Superior communication ability and exceptional writing skills.  Native speaker of Arabic. Advanced English language skills (speaking, reading and writing).  Working knowledge of Spanish, French and German.  Thorough knowledge of all laws and regulations governing  dispensed prescription drugs and over-the-counter medications.  Well organized and task oriented.  Excellent interpersonal, leadership, analytical, problem solving, and multitasking skills. A synthetic organic chemist & an experienced spectroscopist  PhD candidate with an extensive hands-on experience conducting research at the GMU Biochemistry and Chemistry department.  High-achieving George Mason honors student with outstanding inter-personal & communication skills.Specialities: Organic Chemistry, Organic Synthesis,  NMR spectroscopy, Column Chromatography, Gas Chromatography and  (HPLC) high performance liquid chromatography,   IR spectroscopy,  Mass Spectrometry,   Pharmacokinetics,  Pharmacology organic Chemistry,  Online Research,  Polymer Chemistry,  Extensive chemical laboratory  research Skills. Superior communication ability and exceptional writing skills.  Native speaker of Arabic. Advanced English language skills (speaking, reading and writing).  Working knowledge of Spanish, French and German.  Thorough knowledge of all laws and regulations governing  dispensed prescription drugs and over-the-counter medications.  Well organized and task oriented.  Excellent interpersonal, leadership, analytical, problem solving, and multitasking skills.  "
157,Qi Wei,
158,Quentin Sanders,"   I strive to empower individuals with disabilities and augment human capabilities by leveraging my background in mechanical engineering to develop innovative assistive devices such as prosthetics, exosuits, and wearables. I strive to empower individuals with disabilities and augment human capabilities by leveraging my background in mechanical engineering to develop innovative assistive devices such as prosthetics, exosuits, and wearables.  "
159,Remi Veneziano,
160,Samuel Acuna,"   Hello! I am a biomechanical engineer interested in rehabilitation engineering and human-centered product design. I assist the development of new technologies to address movement disorders that arise after injuries, such as stroke or traumatic brain injury. I'm particularly interested in solving engineering problems for the hospital & health care industry with innovative and emerging technology, such as virtual reality and noninvasive neural stimulation. Skilled in human subjects testing, study design, MATLAB, prototyping, and scientific writing.In another life, I'm aiming to be a lead guitarist in a shoegaze or post-rock band.Hello! I am a biomechanical engineer interested in rehabilitation engineering and human-centered product design. I assist the development of new technologies to address movement disorders that arise after injuries, such as stroke or traumatic brain injury. I'm particularly interested in solving engineering problems for the hospital & health care industry with innovative and emerging technology, such as virtual reality and noninvasive neural stimulation. Skilled in human subjects testing, study design, MATLAB, prototyping, and scientific writing.In another life, I'm aiming to be a lead guitarist in a shoegaze or post-rock band. "
161,Shani Ross,"   I am the Associate Chair and Assistant Professor in Bioengineering at George Mason University with a demonstrated history of working in the higher education industry.   My research interests include neuroprosthesis and neuromodulation techniques with specific experience in  closed-loop systems for bladder control and deep brain stimulation therapy.  I am skilled in electrophysiological and behavioral techniques, instruction and course development, Matlab, LabVIEW, Adobe Suite, and Microsoft Office, and Paper/grant writing.I am the Associate Chair and Assistant Professor in Bioengineering at George Mason University with a demonstrated history of working in the higher education industry.   My research interests include neuroprosthesis and neuromodulation techniques with specific experience in  closed-loop systems for bladder control and deep brain stimulation therapy.  I am skilled in electrophysiological and behavioral techniques, instruction and course development, Matlab, LabVIEW, Adobe Suite, and Microsoft Office, and Paper/grant writing. "
162,Siddhartha Sikdar,"   My professional experience is in the interdisciplinary research, development, clinical evaluation and commercialization of medical devices and medical imaging systems. My specific speciality is in ultrasound imaging systems. I have experience in medical imaging system development from imaging physics, system architecture, algorithms and optimal implementations based on high-performance mediaprocessors.Specialties: Diagnostic ultrasound, Biomedical signal and image processing, Biomedical instruments, Cardiovascular physiologyMy professional experience is in the interdisciplinary research, development, clinical evaluation and commercialization of medical devices and medical imaging systems. My specific speciality is in ultrasound imaging systems. I have experience in medical imaging system development from imaging physics, system architecture, algorithms and optimal implementations based on high-performance mediaprocessors.Specialties: Diagnostic ultrasound, Biomedical signal and image processing, Biomedical instruments, Cardiovascular physiology "
163,Suman Alishetty,
164,Ali Beheshti,"   Innovative and hands-on Technology leader focusing on large-scale Algorithms and Machine Learning applications. Experienced in building teams, managing, and growing them. Focused on delivery, results, and goals. Success track in both industry (Software Engineer, Data Science, and Machine Learning) and research environments.Innovative and hands-on Technology leader focusing on large-scale Algorithms and Machine Learning applications. Experienced in building teams, managing, and growing them. Focused on delivery, results, and goals. Success track in both industry (Software Engineer, Data Science, and Machine Learning) and research environments. "
165,Amit Kumar Singh,"   Presently, I am pursuing Postdoctoral Research at the Department of Mechanical Engineering, George Mason University, USA. My current research work is focused on development of nanobot-based treatments for pulmonary infections. Before joining the George Mason University, I was a Senior Research Fellow for two years at the The Centre for Excellence In Nanoelectronics & Theranostic Devices (CENTD), Indian Institute of Technology Guwahati, India. I worked on synthesis of biomedical microrobots for anti-cancer therapy. I earned my Ph.D. (Nanotechnology) at the Indian Institute of Technology Guwahati in 2018 and my doctoral research was on designing micro/nanobots for applications in medicine, energy and water treatment. Being the first generation of student in a start-up lab, I got a rare opportunity to set up the lab & to develop, establish new protocols for micro/nanobots fabrication. From my PhD, I have the proven ability to deliver impactful, innovative results which led to high impact publications. Through collaboration with other labs, I have succeeded in material characterization using DLS, UV, AFM, SEM, FTIR, RAMAN, XRD, VSM, & TEM techniques. I have proven experience in managing projects and meeting critical deadlines to ensure project completion. I am highly skilled in mentorship of new undergraduates and postgraduates in their final year projects/thesis. I have received multiple awards, including Gandhian Young Technological Innovation (SRISTI-GYTI) Award 2019 and DST-SERB International Travel Grant Award 2016.Prior to my doctoral studies, I completed my Masters and Bachelors in Biotechnology from Heritage Institute of Technology, India.  I am familiar with analytical techniques like DNA cloning, DNA purification, DNA gel analysis, DNA/RNA Blotting, enzymatic assays, Gram Staining, microscopy, Antibiotic Assay, Solid and liquid cultures, Bacterial Growth Curve, Biochemical Characterization of Bacteria, Bioinformatics. I possess strong written and oral communication skills, have a keen attention to detail and the ability to work autonomously as well as in collaborative environments. Apart from conducting experiments and analyzing data, I am an ardent Illustrator and sketch artist, a keen photographer and a cricket enthusiast. I take great delight in turning my weaknesses into my core strengths. I am deeply committed to lifelong learning, and am constantly seeking new challenges.I am on LinkedIn to make new connections, network, and looking for new job opportunities. Reach out to me here or at ►✉amitiitg2011@gmail.comPresently, I am pursuing Postdoctoral Research at the Department of Mechanical Engineering, George Mason University, USA. My current research work is focused on development of nanobot-based treatments for pulmonary infections. Before joining the George Mason University, I was a Senior Research Fellow for two years at the The Centre for Excellence In Nanoelectronics & Theranostic Devices (CENTD), Indian Institute of Technology Guwahati, India. I worked on synthesis of biomedical microrobots for anti-cancer therapy. I earned my Ph.D. (Nanotechnology) at the Indian Institute of Technology Guwahati in 2018 and my doctoral research was on designing micro/nanobots for applications in medicine, energy and water treatment. Being the first generation of student in a start-up lab, I got a rare opportunity to set up the lab & to develop, establish new protocols for micro/nanobots fabrication. From my PhD, I have the proven ability to deliver impactful, innovative results which led to high impact publications. Through collaboration with other labs, I have succeeded in material characterization using DLS, UV, AFM, SEM, FTIR, RAMAN, XRD, VSM, & TEM techniques. I have proven experience in managing projects and meeting critical deadlines to ensure project completion. I am highly skilled in mentorship of new undergraduates and postgraduates in their final year projects/thesis. I have received multiple awards, including Gandhian Young Technological Innovation (SRISTI-GYTI) Award 2019 and DST-SERB International Travel Grant Award 2016.Prior to my doctoral studies, I completed my Masters and Bachelors in Biotechnology from Heritage Institute of Technology, India.  I am familiar with analytical techniques like DNA cloning, DNA purification, DNA gel analysis, DNA/RNA Blotting, enzymatic assays, Gram Staining, microscopy, Antibiotic Assay, Solid and liquid cultures, Bacterial Growth Curve, Biochemical Characterization of Bacteria, Bioinformatics.  I possess strong written and oral communication skills, have a keen attention to detail and the ability to work autonomously as well as in collaborative environments. Apart from conducting experiments and analyzing data, I am an ardent Illustrator and sketch artist, a keen photographer and a cricket enthusiast. I take great delight in turning my weaknesses into my core strengths. I am deeply committed to lifelong learning, and am constantly seeking new challenges.I am on LinkedIn to make new connections, network, and looking for new job opportunities. Reach out to me here or at ►✉amitiitg2011@gmail.com "
166,Colin Reagle,
167,Colleen Berg,
168,Daigo Shishika,"   I am currently an assistant professor at George Mason University. Prior to joining GMU, I was post-doctoral researcher at the University of Pennsylvania, working with Prof. Vijay Kumar. My research interests are in autonomous systems, with a particular focus on multi-agent systems and bio-inspired robotics. Please find more information at my website: http://shishika.com/I am currently an assistant professor at George Mason University. Prior to joining GMU, I was post-doctoral researcher at the University of Pennsylvania, working with Prof. Vijay Kumar. My research interests are in autonomous systems, with a particular focus on multi-agent systems and bio-inspired robotics. Please find more information at my website: http://shishika.com/  FeaturedFeatured     LinkLink   Personal WebsitePersonal WebsiteDaigo ShishikaDaigo ShishikaPlease see my website for latest projects and publicationsPlease see my website for latest projects and publications    "
169,Nathan Kathir,
170,Pei Dong,
171,Pilgyu Kang,
172,Bernard Schmidt,
173,Isaac Gang,   Educating others is a gift that keeps on giving... Satisfying indeed!Educating others is a gift that keeps on giving... Satisfying indeed! 
174,James Baldo,"   Specialties: Data Analytics, Big Data, Cloud Architecture and Computing, Java Development, Software EngineeringSpecialties: Data Analytics, Big Data, Cloud Architecture and Computing, Java Development, Software Engineering "
175,Cong Wang,
176,Duminda Wijesekera,
177,Peggy Brouse,"   Experienced Cyber Security with a demonstrated history of working in the higher education industry. Strong military and protective services professional skilled in Mathematical Modeling, Analytical Skills, Requirements Analysis, Government, and Enterprise Architecture.Experienced Cyber Security with a demonstrated history of working in the higher education industry. Strong military and protective services professional skilled in Mathematical Modeling, Analytical Skills, Requirements Analysis, Government, and Enterprise Architecture. "
178,Henry Coffman,"   Experienced Sales Manager with a demonstrated history of working in the medical device industry. Skilled in Sales, Sales Operations, Sales Management, Medical Equipment, and Business Management. Strong sales professional with a Bachelor of Science - BS in Health Systems Management from GMU - College of Health and Human Services. Experienced Sales Manager with a demonstrated history of working in the medical device industry. Skilled in Sales, Sales Operations, Sales Management, Medical Equipment, and Business Management. Strong sales professional with a Bachelor of Science - BS in Health Systems Management from GMU - College of Health and Human Services.  "
179,Linghan Zhang,
180,Mingkui Wei,   I am an assistant professor at the Cybersecurity Engineering Department of George Mason University. My current research focus on web-security and network security. I am an assistant professor at the Cybersecurity Engineering Department of George Mason University. My current research focus on web-security and network security.  
181,Moinul Hossain,"   # An academician with a demonstrated history of extensive research in next-gen wireless network security, secured network protocol modeling (PHY-MAC), and network analysis. My research mostly focuses on the security assessment of next-gen wireless networks, such as 5G, 6G, vehicular networks, IoT, and cyber-physical systems. The security assessment compiles vulnerability detection, threat modeling, detection, deterrence, deception, and defense.# An academician with a demonstrated history of extensive research in next-gen wireless network security, secured network protocol modeling (PHY-MAC), and network analysis. My research mostly focuses on the security assessment of next-gen wireless networks, such as 5G, 6G, vehicular networks, IoT, and cyber-physical systems. The security assessment compiles vulnerability detection, threat modeling, detection, deterrence, deception, and defense. "
182,Vijay Shah,
183,Bo Yu,
184,Michael Hieb,
185,Nicholas Clark,"   Working at the intersection of data science and strategic decision-making, Nicholas has had hybrid roles in both public and private organizations.  He is experienced throughout the entire data science software development life-cycle (SDLC) and has led AI teams through various phases of government contracts and commercial projects as a data science and ML expert. His passion lies in offering clients more informed decisions through machine learning-tailored product offerings from traditional predictive pipelines to NLP architectures and real-time recommendation engines, to image classification models leveraging in cloud computing environments. He also spends far too much of his free time analyzing PGA Tour golf data in the ShotLink database which can be seen in his blog posts below.Primary Technical Toolkit:• Programming languages: Python, PySpark, Scala, R, STATA, Flask, TensorFlow• Database: SQL, T-SQL, PSQL, MySQL, PostgreSQL, Microsoft SQL Server, DB2, Azure Data Studio, SQL Server Management Studio• Cloud: GCP (Vertex AI, Cloud Storage, Compute, Data Catalog, BigQuery, BigTable), AWS (S3, EC2, Kinesis, Glue, EMR, Lambda, DynamoDB), Azure (Blob, Compute, Data Studio, ML Studio)• Big Data: DataBricks, Spark, Hadoop, Hive, Alteryx• Enterprise: SAP HANA, SAS Viya, BusinessObjects Universe Designer, Tableau Server• DevOps: Jenkins, Git, GitHub, GitLab, Agile methodologies• Visualization: Tableau, PowerBI, AWS QuickSight, SAP Design Studio/Lumira, BusinessObjects WEBIPGA Tour Shotlink Side Project:• https://github.com/nbeaudoin/PGA-Tour-Shotlink-AnalyticsData Visualization Portfolio: • https://public.tableau.com/profile/nick.beaudoin#!GitHub:• https://github.com/nbeaudoinWorking at the intersection of data science and strategic decision-making, Nicholas has had hybrid roles in both public and private organizations.  He is experienced throughout the entire data science software development life-cycle (SDLC) and has led AI teams through various phases of government contracts and commercial projects as a data science and ML expert. His passion lies in offering clients more informed decisions through machine learning-tailored product offerings from traditional predictive pipelines to NLP architectures and real-time recommendation engines, to image classification models leveraging in cloud computing environments. He also spends far too much of his free time analyzing PGA Tour golf data in the ShotLink database which can be seen in his blog posts below.Primary Technical Toolkit:• Programming languages: Python, PySpark, Scala, R, STATA, Flask, TensorFlow• Database: SQL, T-SQL, PSQL, MySQL, PostgreSQL, Microsoft SQL Server, DB2, Azure Data Studio, SQL Server Management Studio• Cloud: GCP (Vertex AI, Cloud Storage, Compute, Data Catalog, BigQuery, BigTable), AWS (S3, EC2, Kinesis, Glue, EMR, Lambda, DynamoDB), Azure (Blob, Compute, Data Studio, ML Studio)• Big Data: DataBricks, Spark, Hadoop, Hive, Alteryx• Enterprise: SAP HANA, SAS Viya, BusinessObjects Universe Designer, Tableau Server• DevOps: Jenkins, Git, GitHub, GitLab, Agile methodologies• Visualization: Tableau, PowerBI, AWS QuickSight, SAP Design Studio/Lumira, BusinessObjects WEBIPGA Tour Shotlink Side Project:• https://github.com/nbeaudoin/PGA-Tour-Shotlink-AnalyticsData Visualization Portfolio: • https://public.tableau.com/profile/nick.beaudoin#!GitHub:• https://github.com/nbeaudoin "
186,Sherry Crissman,
187,Dorin Marcu,"   My research has contributed to the development of key capabilities for cognitive agents: mixed-initiative human-computer interaction, knowledge acquisition of ontological and problem-solving expertise from human experts, knowledge engineering, evidence-based reasoning, automated management of evidence collection from external sources, and assumption-based reasoning. As part of my research work I have also contributed to the implementation of these capabilities in several successive generations of learning agent shells (Disciple Learning Agent Shell) and the cognitive agents developed with them (the Disciple and Cogent family of agents).My research has contributed to the development of key capabilities for cognitive agents: mixed-initiative human-computer interaction, knowledge acquisition of ontological and problem-solving expertise from human experts, knowledge engineering, evidence-based reasoning, automated management of evidence collection from external sources, and assumption-based reasoning. As part of my research work I have also contributed to the implementation of these capabilities in several successive generations of learning agent shells (Disciple Learning Agent Shell) and the cognitive agents developed with them (the Disciple and Cogent family of agents). "
188,Itamara Lochard,"   Dr Itamara Lochard is a Professor and Director of Cyber Policy Studies at George Mason University as well as a certified mediator. Previously she was a Sr Research Fellow at the Center for Technology & National Security Studies at National Defense University / DoD, where she still conducts SES exec-ed courses on cognitive warfare for NESA-NDU/DoD. She was also a Sr Researcher of Intl Security at the Fletcher School of Law & Diplomacy and founding Director of a Cyber Initiative at MIIS in the President's Office. She was an advisor to US combatant commander/NATO SACEUR, and presented analysis to the Office of the Secretary of Defense Highlands Forum. She co-created the EUCOM-funded computer network operation, military-to-military familiarization exercises in Estonia and the Republic of Georgia; and commanded the 1st civilian cyber unit in the US at the rank of COL (MDDF). Since 1988 Itamara has examined the para-state function of sub-state groups; in 2004, she copyrighted a model of their organizational structures, strategies, tactics, cooperation, area of operation and use of ICT/StratCom. She tracks ~1,750 insurgents, terrorists, criminal orgs, gangs, malicious cyber actors and local groups (> 1,000 members) with aggregated governance scores and influence metrics. She has worked closely with NATO CoEs in Estonia, Turkey, Latvia, Romania + NRDC-Italy; and presents on various aspects of irregular war and StratCom at numerous govt, NATO & UN fora. Itamara developed the 1st Terrorist Use of Cyber Course for NATO COE-DAT in 2008 which continues to this day. She also created an Advaved Irregular War module for US Special Forces at JSOU; taught graduate seminars and served on several academic committees at Fletcher; taught pre-ISAF deployment training  at NRDC-T; and conducted sr exec-ed to pol/mil officers of Armenia, Balkans, Estonia, Pakistan, Saudi Arabia, MENA and UAE. For several years she was a contributing editor for Princeton Univ's Journal of Public & Intl Affairs. Itamara holds a BS in Foreign Service from Georgetown; three MAs and PhD from Stanford and the Fletcher School, with honors. She received a Presidential Award for Leadership and Public Service at Tufts, Order of Thor from the Military Cyber Professional Assoc at NPS and Medal of Honor for Special Services from Estonia's Cyber Defense League in 2011.Specialties: Use of ICT/StratCom by sub-state actors or state proxies; informal/parastate governance (econ, political and legal) by positive and nefarious actors esp in conflict settings; non-state armed groups;  and conflict resolution.Dr Itamara Lochard is a Professor and Director of Cyber Policy Studies at George Mason University as well as a certified mediator. Previously she was a Sr Research Fellow at the Center for Technology & National Security Studies at National Defense University / DoD, where she still conducts SES exec-ed courses on cognitive warfare for NESA-NDU/DoD. She was also a Sr Researcher of Intl Security at the Fletcher School of Law & Diplomacy and founding Director of a Cyber Initiative at MIIS in the President's Office. She was an advisor to US combatant commander/NATO SACEUR, and presented analysis to the Office of the Secretary of Defense Highlands Forum. She co-created the EUCOM-funded computer network operation, military-to-military familiarization exercises in Estonia and the Republic of Georgia; and commanded the 1st civilian cyber unit in the US at the rank of COL (MDDF). Since 1988 Itamara has examined the para-state function of sub-state groups; in 2004, she copyrighted a model of their organizational structures, strategies, tactics, cooperation, area of operation and use of ICT/StratCom. She tracks ~1,750 insurgents, terrorists, criminal orgs, gangs, malicious cyber actors and local groups (> 1,000 members) with aggregated governance scores and influence metrics. She has worked closely with NATO CoEs in Estonia, Turkey, Latvia, Romania + NRDC-Italy; and presents on various aspects of irregular war and StratCom at numerous govt, NATO & UN fora.  Itamara developed the 1st Terrorist Use of Cyber Course for NATO COE-DAT in 2008 which continues to this day. She also created an Advaved Irregular War module for US Special Forces at JSOU; taught graduate seminars and served on several academic committees at Fletcher; taught pre-ISAF deployment training  at NRDC-T; and conducted sr exec-ed to pol/mil officers of Armenia, Balkans, Estonia, Pakistan, Saudi Arabia, MENA and UAE. For several years she was a contributing editor for Princeton Univ's Journal of Public & Intl Affairs. Itamara holds a BS in Foreign Service from Georgetown; three MAs and PhD from Stanford and the Fletcher School, with honors. She received a Presidential Award for Leadership and Public Service at Tufts, Order of Thor from the Military Cyber Professional Assoc at NPS and Medal of Honor for Special Services from Estonia's Cyber Defense League in 2011.Specialties: Use of ICT/StratCom by sub-state actors or state proxies; informal/parastate governance (econ, political and legal) by positive and nefarious actors esp in conflict settings; non-state armed groups;  and conflict resolution. "
189,Desiree Giangregorio,
190,Devlon Alexander,"   Cleared former military Veteran with over 26 years of proven experience in the United States Army working primarily within an electronics maintenance capacity.  Accomplished measurable results while leading and working in teams of personnel in dynamic, fast-paced environments.  Possess a comprehensive background in Department of Defense (DOD) cybersecurity policy, the National Institute of Standards and Technology (NIST) Risk Management Framework (RMF), and information system security compliance. My field of study and expertise is in Cybersecurity and I possess a Master's degree in Cybersecurity Technologies from the University of Maryland Global Campus (UMGC) (formerly UMUC).  My goal is to continue employment within the cybersecurity field of study in or around the mid-Maryland area by offering a strong academic background and solid professional experience.  I am a self-motivated leader, team player, and team builder.  My work ethic is hard-charging and mission-oriented.  I'm also easy-going, goal and family orientated, well-traveled, and extremely adaptable.  Life is Short...Enjoy It and take the time to smell the flowers in life.Cleared former military Veteran with over 26 years of proven experience in the United States Army working primarily within an electronics maintenance capacity.  Accomplished measurable results while leading and working in teams of personnel in dynamic, fast-paced environments.  Possess a comprehensive background in Department of Defense (DOD) cybersecurity policy, the National Institute of Standards and Technology (NIST) Risk Management Framework (RMF), and information system security compliance.  My field of study and expertise is in Cybersecurity and I possess a Master's degree in Cybersecurity Technologies from the University of Maryland Global Campus (UMGC) (formerly UMUC).  My goal is to continue employment within the cybersecurity field of study in or around the mid-Maryland area by offering a strong academic background and solid professional experience.  I am a self-motivated leader, team player, and team builder.  My work ethic is hard-charging and mission-oriented.  I'm also easy-going, goal and family orientated, well-traveled, and extremely adaptable.   Life is Short...Enjoy It and take the time to smell the flowers in life. "
191,Eric Vollmecke,"   Decidedly skilled in government, business, and organizations with successful outcomes in all through a strategy based upon competitive analysis, training, mentorship, and dynamic execution. Eric Vollmecke successfully balanced a corporate career while achieving the highest grade serving in the reserve component of the U.S. Air Force. His trademarked course, “Leaders who follow, followers who lead,” has been presented to thousands of people in both corporate and government settings, accentuating techniques for organizational execution. Eric’s civilian experience encompasses 30+ years in the IT/acquisition technology field, serving at all organizational levels from Systems/Software Engineer to Program Management to Executive Leadership.  Currently, he serves as the EVP of SP Global Inc, and as president, led the successful merger of SENGEX LLC into the team in 2018.  SP Global focuses on the commercialization of DOD R&D and related technologies. He has secured 3 significant wins in the first 12 months, resulting in 22% growth. Additionally, he serves on the Board of Directors of the internationally recognized Network Centric Operations Industry Consortium, which concentrates on solving interoperability gaps with NATO and the U.S. Armed Forces. Formerly, he served as the Managing Director for Heyer America, a medical technology firm, where he led R&D initiatives that revamped its entire product line by injecting aerospace know-how into its devices to gain competitive advantage; delivering expansion in the Middle East and Asia markets. He led the planning team to start up a new assembly facility in China. Eric served as the Director of New Programs for the South Carolina Research Authority, from where he played a critical role in growing the company from $32M to $142M in six years by forging new corporate alliances providing original solutions for government clients, thus winning new multi-year anchor programs.Decidedly skilled in government, business, and organizations with successful outcomes in all through a strategy based upon competitive analysis, training, mentorship, and dynamic execution. Eric Vollmecke successfully balanced a corporate career while achieving the highest grade serving in the reserve component of the U.S. Air Force. His trademarked course, “Leaders who follow, followers who lead,” has been presented to thousands of people in both corporate and government settings, accentuating techniques for organizational execution. Eric’s civilian experience encompasses 30+ years in the IT/acquisition technology field, serving at all organizational levels from Systems/Software Engineer to Program Management to Executive Leadership.  Currently, he serves as the EVP of SP Global Inc, and as president, led the successful merger of SENGEX LLC into the team in 2018.  SP Global focuses on the commercialization of DOD R&D and related technologies. He has secured 3 significant wins in the first 12 months, resulting in 22% growth. Additionally, he serves on the Board of Directors of the internationally recognized Network Centric Operations Industry Consortium, which concentrates on solving interoperability gaps with NATO and the U.S. Armed Forces. Formerly, he served as the Managing Director for Heyer America, a medical technology firm, where he led R&D initiatives that revamped its entire product line by injecting aerospace know-how into its devices to gain competitive advantage; delivering expansion in the Middle East and Asia markets. He led the planning team to start up a new assembly facility in China. Eric served as the Director of New Programs for the South Carolina Research Authority, from where he played a critical role in growing the company from $32M to $142M in six years by forging new corporate alliances providing original solutions for government clients, thus winning new multi-year anchor programs.  "
192,Graham Archer,
193,Joseph King,"   I am a passionate and driven Human Resource (HR) professional with over five years in the field. My experience includes talent acquisition, training and development, human resource information systems (HRIS), applicant tracking systems, and data analysis. I am highly skilled in coordinating daily operational and office procedures while maintaining a high level of customer focus and confidentiality by building strong working relationships at all levels. I possess an outstanding ability to multi-task and prioritize tasks while keeping an open mind and providing excellent customer service when executing responsibilities.I am a passionate and driven Human Resource (HR) professional with over five years in the field. My experience includes talent acquisition, training and development, human resource information systems (HRIS), applicant tracking systems, and data analysis. I am highly skilled in coordinating daily operational and office procedures while maintaining a high level of customer focus and confidentiality by building strong working relationships at all levels. I possess an outstanding ability to multi-task and prioritize tasks while keeping an open mind and providing excellent customer service when executing responsibilities. "
194,Marc Doran,
195,Russell Hansen,"   Russ is a Cyber Security Program Manager with a demonstrated history of managing contracts of various sizes and complexities. He is experienced in providing Risk Assessments, Vulnerability Mitigations, and Security Authorizations that not only meet the compliance requirements but add value.  He also enjoys any analytical challenge and has performed intelligence, language, and financial analysis throughout his career.Russ is a Cyber Security Program Manager with a demonstrated history of managing contracts of various sizes and complexities. He is experienced in providing Risk Assessments, Vulnerability Mitigations, and Security Authorizations that not only meet the compliance requirements but add value.  He also enjoys any analytical challenge and has performed intelligence, language, and financial analysis throughout his career. "
196,Sandra Peake,
197,Stone Bond,"    CISSP candidate ( boot camp completed)Specialties: Process improvement/engineering, Cyber Security, Change Management, Federal Government, Financials, EVMCurrently working with clients in the areas of : Cyber Security, Records Management,  Contracts Compliance, Process Engineering/Re-Engineering. Change Management, Program Management  CISSP candidate ( boot camp completed)Specialties: Process improvement/engineering, Cyber Security, Change Management, Federal Government, Financials, EVMCurrently working with clients in the areas of : Cyber Security, Records Management,  Contracts Compliance, Process Engineering/Re-Engineering. Change Management, Program Management  "
198,Traci Johnson,
199,Robert Latiff,"   Specialties: Technology and Management Consulting, Defense and IntelligenceWeapon System AcquisitionStrategic and Critical MaterialsSpecialties: Technology and Management Consulting, Defense and IntelligenceWeapon System AcquisitionStrategic and Critical Materials "
