,Name,Title,Descriptions,Date
1,Amit Kumar Singh,Magnetotactic Curcumin iButtonbots as Efficient Bactericidal Agents,"The microbial contamination of drinking water is one of the most major concerns of community health in the developing world. Numerous water-borne pathogens are rapidly evolving and becoming resistant to traditional antibiotics. To get an efficacious bactericidal response, an assembly of several antibiotics or increased dosage are being administered, which may produce adverse side effects after prolonged use. Here, we describe a proficient method for disinfecting water-borne coliform bacterial strains of Escherichia coli DH5α from contaminated water samples using magnetic microbots decorated with curcumin (CU) conjugates. These magnetic microbots, namely, iButtonbots were composed of soft Agaricus bisporus (button mushroom) microcapsules with inherit antimicrobial properties. The locomotives were coated with magnetite nanoparticles for their remote guidance towards cells and collection along with CU for more enhanced bactericidal response. CU, a major active constituent of the Indian dietary spice turmeric and edible button mushrooms are known to exhibit antimicrobial activity against a wide range of bacterial species. The synergic antibacterial effect of CU and mushroom constituents, imparts a profound bactericidal property to these magnetic microbots. We have demonstrated that microbots are capable of efficiently killing majority of bacterial cells in contaminated water samples. After extermination of bacteria, magnetic properties of embedded magnetite nanoparticles in porous mushroom matrix, allows collection of microbots from water samples. The presented biocompatible microbots offer an innovative method for rapid decontamination of bacteria-laden drinking water samples.",20-Apr-20
2,Amit Kumar Singh,Magnetically Actuated Carbon Soot Nanoparticle-based Catalytic CARBOts Coated with Ni/Pt Nanofilms for Water Detoxification and Oil-Spill Recovery,"Multifunctional chemically powered micromotors were fabricated from the airborne contaminant carbon soot (CS) for environmental remediation following two approaches: first, by physical deposition of catalytic platinum (Pt) and magnetic nickel (Ni) nanoscale films of ∼110 nm and ∼100 nm, respectively, on CS (CARBOts) and second, by the chemical deposition of magneto-catalytic iron nanoparticles (FeNPs) of ∼30 nm or less in size on the CS surface (iCARBOts). The chemical synthesis of magneto-catalytic iron nanoparticle (FeNPs)-based iCARBOts provides an economical alternative to the synthesis of CARBOts by a physical method. The hydrophobic soot contained agglomerates of high-density carbon nanospheres of ∼40 nm or less in size, generated from the incomplete combustion of a hydrocarbon source. The catalytic component (Pt nanofilm or FeNPs) on the nanostructures on the CS surface allowed the rapid catalytic decomposition of aqueous peroxide fuel (H2O2) to generate chemical propulsion. These magneto-catalytic micromotors demonstrated the efficient catalytic degradation of methylene blue (MB) dye in the presence of 10% (v/v) H2O2 fuel under ambient conditions. The CARBOts completely decolorized the nonbiodegradable MB dye pollutant within 40 min of treatment. The magnetic sensitivity of motors facilitated the ease of retrieval and reusability after the execution of the remediation tasks, thereby increasing the feasibility of the water detoxification process. In addition, with the help of remote magnetic guidance, micromotors were employed for the removal of freely floating and surfactant-stabilized oil droplets in seawater without any further surface modification. ",27-Mar-20
3,Amit Kumar Singh,Acoustic Propulsion of Vitamin C Loaded Teabots for Targeted Oxidative Stress and Amyloid Therapeutics,"We report the fabrication of ascorbic acid (AA) template nanomotors using buds of Camelia sinensis, undergoing fuel-free propulsion. The motors, namely, Teabots, display propulsion by converting the sound energy from the acoustic field into a mechanical one. The mesh-like structures of the anionic Teabots facilitate superior adsorption of ascorbic acid (AA-Teabots) undergoing a controlled release. The motors show antioxidant properties at the physiological pH range by scavenging intracellular reactive oxygen species. Interestingly, the percentage release of ascorbic acid is significantly higher under the influence of ultrasound exposure, as compared to the normal pH-dependent release. The motors were also efficient in the degradation of artificially synthesized toxic amyloid fibrils. The acoustic delivery of AA-Teabots could protect HEK-293 cells from oxidative injuries alongside preventing protein-aggregation derived diseases. Soon, such acoustic powered biocompatible AA-Teabots are envisioned to provide an attractive approach in proficient delivery and controlled release of therapeutic payloads at targeted zones.",17-Sep-19
4,Amit Kumar Singh,Graphene oxide nanohybrids for electron transfer-mediated antimicrobial activity,"Herein, we report the facile synthesis of graphene oxide incorporated zinc phthalocyanine (ZnPc–GO) nanohybrids showing bactericidal activity against Gram-negative Escherichia coli (E. coli) cells, in the absence of any photo-excitation. The ZnPc–GO hybrid nanomaterials were synthesized by the in situ deposition of GO flakes on ZnPc-coated indium tin oxide (ITO) substrates. Two types of morphologically different ZnPc molecules, potato-chip-like α-phase ZnPc, namely ZnPc(A), and nanorod-like β-phase ZnPc(B), were used for the synthesis of the ZnPc(A/B)–GO nanocomposites. The interactions of GO with the underlying ZnPc(A/B) entities in the ZnPc–GO systems were investigated using multiple characterization techniques. It was observed that the GO flakes in the ZnPc(B)–GO nanocomposite possess stronger π–π interactions and thus show a more efficient electron transfer mechanism when compared with the ZnPc(A) counterpart. Furthermore, the E. coli bacterial cells with an electronegative surface demonstrated a profound adherence to the electron-withdrawing ZnPc(B)–GO surface. The death kinetics of bacteria with ZnPc(B)–GO were further investigated using surface potential mapping and Kelvin probe force microscopy (KPFM) analysis. Upon direct contact with ZnPc(B)–GO, the adhered bacterial cells showed outer cell deformation and membrane protein leakage, induced by a proposed charge-transfer mechanism between negatively charged cells and the electron-withdrawing ZnPc(B)–GO surface. ",15-Aug-19
5,Amit Kumar Singh,Formic acid powered reusable autonomous ferrobots for efficient hydrogen generation under ambient conditions,"We report the design and development of a self-propelling ferrobot composed of a collection of iron nanoparticles (FeNPs). While the propulsive thrust required for the chemotactic migration of the ferrobots was generated through the ejection of hydrogen (H2) bubbles due to the reaction of aqueous formic acid (FA) with FeNP clusters on the motor surface, the presence of ferromagnetic FeNPs assured “on-the-fly” remote guidance using an external magnetic field. The speed of chemotactic migration of the motor was found to be highest when the rate of reaction was maximum in a 30% (v/v) aqueous FA solution. Directed propulsion of the ferrobot was also achieved by tuning the chemical gradient and magnetic field potentials across the ferrobot. Unlike previously reported systems where the FA decomposition is associated with either the production of the greenhouse gas CO2 or the use of high temperature, the proposed self-propelling ferrobots could react with aqueous FA fuel at room temperature to produce pure H2 gas. Thus, the ferrobots could further be employed to power a proton exchange membrane (PEM) fuel cell to rotate a portable toy fan. In this situation, while the pure H2 gas required for the PEM cell was generated through the reaction of the FA solution with self-propelling ferrobots, O2 gas was also produced by the catalytic decomposition of peroxide fuel using the ferrobots. Interestingly, the ferrobots and FA fuel could easily be regenerated for their repeated use towards the continuous production of pure hydrogen. The experiments uncovered the potential of the proposed ferrobots not only for the on-demand power supply to portable devices but also as a single-step commercial process to produce pure H2 under ambient conditions and devoid of greenhouse gas emission.",18-Apr-18
6,Amit Kumar Singh,Boolean-chemotaxis of logibots deciphering the motions of self-propelling microorganisms ,"We demonstrate the feasibility of a self-propelling mushroom motor, namely a ‘logibot’, as a functional unit for the construction of a host of optimized binary logic gates. Emulating the chemokinesis of unicellular prokaryotes or eukaryotes, the logibots made stimuli responsive conditional movements at varied speeds towards a pair of acid–alkali triggers. A series of integrative logic operations and cascaded logic circuits, namely, AND, NAND, NOT, OR, NOR, and NIMPLY, have been constructed employing the decisive chemotactic migrations of the logibot in the presence of the pH gradient established by the sole or coupled effects of acid (HCl-catalase) and alkali (NaOH) drips inside a peroxide bath. The imposed acid and/or alkali triggers across the logibots were realized as inputs while the logic gates were functionally reconfigured to several operational modes by varying the pH of the acid–alkali inputs. The self-propelling logibot could rapidly sense the external stimuli, decide, and act on the basis of intensities of the pH triggers. The impulsive responses of the logibots towards and away from the external acid–alkali stimuli were interpreted as the potential outputs of the logic gates. The external stimuli responsive self-propulsion of the logibots following different logic gates and circuits can not only be an eco-friendly alternative to the silicon-based computing operations but also be a promising strategy for the development of intelligent pH-responsive drug delivery devices.",30-Mar-18
7,Amit Kumar Singh,Organic vapor detection using nanoparticle laden droplet and the effect of viscosity and vapor-source distance,"A novel detection method of organic vapours has been studied. The vapour of different organic solvents creates a surface tension gradient on the surface of the droplet when the vapour source is brought near the vicinity of the droplet. The surface tension gradient creates a circulation or flow inside the liquid due to solutal Marangoni effect. The circulation of the liquid is electrically detected using a multimeter by measuring the change in electrical resistance across the droplet. The change in electrical resistance due to droplet rotation is found to be different for different vapours. Further, the effect of droplet viscosity and source distance have significant influence on the electrical response of the system. For example, with increasing viscosity and source distance, the change in electrical resistance decreases. To illustrate the phenomenon and explain the effect of viscosity and vapour source distance, a computational fluid dynamic simulation (CFD) has been implemented.",19-Oct-17
8,Amit Kumar Singh,Magnetic Field Guided Chemotaxis of iMushbots for Targeted Anticancer Therapeutics,"We report controlled migrations of an intelligent and biocompatible ‘iMushbot’ composed of Agaricus bisporus – mushroom microcapsules coated with magnetite nanoparticles. The otherwise randomly moving microbot could meticulously direct itself towards and away from the acid and alkali rich regions with the help of acid, acidic-catalase and alkali stimuli, emulating the chemotaxis of microorganisms. While the catalytic decomposition of peroxide-fuel in alkali engendered the directed alkali taxis towards higher pH region, decomposition of peroxide-fuel by the acidic-catalase activity led to directed acid taxis towards the lower pH region. Presence of magnetite nanoparticles not only helped in improving the ‘activity’ of the motor through the heterogeneous catalytic decomposition of the peroxide-fuel, but also provided a remote magnetic control on the chemotaxis. The mesoporous iMushbots having negative ζ-potential could easily be loaded with the cationic anti-cancer drugs, which were magnetically guided towards the cancerous cells to cause apoptosis. The iMushbots exhibited higher degree of drug retaining capacity inside alkaline pH and showed facile drug release preferentially in the lower pH environments. The experiments show the potential of the iMushbots in retaining and transporting drugs in alkaline medium such as human blood and releasing them in acidic medium such as the cancerous tissues for cell apoptosis.",22-Mar-17
9,Amit Kumar Singh,Detection of organic vapours employing droplets having nanoparticles,"In this paper, a droplet based organic vapour detection technique is discussed. The detection was based on solutal Marangoni effect where a strong circulation of fluid was observed inside a droplet once an organic vapour source was introduced near the vicinity of the droplet surface. The reason behind the rotational motion was the surface tension gradient created on the air-droplet and vapour-droplet interfaces. Different organic vapours produced rotational motion of different magnitudes inside the droplet based on the surface tension gradient created on air-droplet and vapour-droplet interfaces. In order to electrically detect the motion, a nanoparticle laden salt solution droplet was placed in between two copper electrodes and the electrodes were further connected to a digital multimeter for measuring the electrical resistance across the droplet. It was observed that there was a change in resistance when the droplet was set in motion by introducing an organic vapour source. A ~95% change in resistance was observed due to the flow circulation. It was also observed that the magnitude of change in resistance was different for different organic vapours. Thus, the system had the capability of being used as organic vapour sensor. A computational study was also performed in order to explain the phenomenon and to illustrate the effect of contact angle of the droplet.",9-Mar-17
10,Amit Kumar Singh,Self-spinning nanoparticle laden microdroplets for sensing and energy harvesting ,"Exposure of a volatile organic vapour could set in powerful rotational motion a microdroplet composed of an aqueous salt solution loaded with metal nanoparticles. The solutal Marangoni motion on the surface originating from the sharp difference in the surface tension of water and organic vapour stimulated the strong vortices inside the droplet. The vapour sources of methanol, ethanol, diethyl ether, toluene, and chloroform stimulated motions of different magnitudes could easily be correlated to the surface tension gradient on the drop surface. Interestingly, when the nanoparticle laden droplet of aqueous salt solution was connected to an external electric circuit through a pair of electrodes, an ∼85–95% reduction in the electrical resistance was observed across the spinning droplet. The extent of reduction in the resistance was found to have a correlation with the difference in the surface tension of the vapour source and the water droplet, which could be employed to distinguish the vapour sources. Remarkably, the power density of the same prototype was estimated to be around 7 μW cm−2, which indicated the potential of the phenomenon in converting surface energy into electrical in a non-destructive manner and under ambient conditions. Theoretical analysis uncovered that the difference in the ζ-potential near the electrodes was the major reason for the voltage generation. The prototype could also detect the repeated exposure and withdrawal of vapour sources, which helped in the development of a proof-of-concept detector to sense alcohol issuing out of the human breathing system.",17-Feb-16
11,Amit Kumar Singh,Graphene based multifunctional superbots,"A versatile graphene coated glass microswimmer displayed directed motions under the influence of applied electric field, chemical potential gradient and external magnetic field. The directed chemical locomotion took place from the region of lower to higher pH with speed ∼13 body lengths per second due to asymmetric catalytic decomposition of dilute hydrogen peroxide across the motor surface. The negative surface potential of graphene coated motor developed an electrical double layer in an alkaline medium which in turn engendered electrophoretic mobility towards anode when the external electrostatic field was applied. Inclusion of sparsely populated ferromagnetic iron nanoparticles on the surface of the motor offered the magnetic remote control on the motion. The coupled in situ and external controls enabled the motor to develop complex motions in diverse open and confined environments. For example, the motor could approach, pick-up, tow, and release a heavy cargo inside microchannel. Remarkably, the motor (∼67 μg) could successfully drive out a ∼1000 times heavier payload (∼0.67 mg) displaying the ability to overcome the drag force of ∼2619 pN with the help of coupled in situ and remote guidance.",1-Aug-15
12,Amit Kumar Singh,Capillary force mediated flow patterns and non-monotonic pressure drop characteristics of oil-water microflows,"We report the capillary and frictional force mediated transitions of morphologies of an oil-water flow inside a microchannel using experiments and computational fluid dynamic simulations. A number of steady and time-periodic flow patterns were reported with the variations in the interfacial tension, exchange of inlets, flow ratio, and viscosity ratio of the phases. Transitions from slug to plug to droplet to stratified flow patterns were obtained by tuning the interfacial tension. Progressive reduction in the interfacial tension transformed big slugs into smaller plugs, plugs into droplets, and droplets into a stratified flow pattern. Interestingly, the simulations uncovered a non-monotonic and nonlinear reduction in pressure drop with the decrease in interfacial tension. The change in the pressure drop was correlated to the variation in the slug, plug, or droplet frequency of water at the outlet. The variations in the pressure drop were also associated with the transition from dripping to jetting of water droplet ejection near the channel inlet. Apart from the interfacial tension, the viscosity stratification across the phases was also found to play an important role in converting the slug flow patterns into smaller plugs or droplets. The study also reports the parametric space in which the droplet flow patterns could be obtained inside a microchannel tuning the flow and viscosity ratios of the phases alongside the interfacial tension. The reported transitions of flow patterns and the pressure drop characteristics can be of significance in improving the efficiency of future microfluidic devices.",31-Jul-15
13,Amit Kumar Singh,Magnetically guided chemical locomotion of self-propelling paperbots ,"Self-propelling microjets with multimodal chemical and magnetic controls for motion were prepared from printed waste papers coated with MnO2 nanoparticles. Because the magnetic remote control was infused from the ferromagnetic coating of the printer ink, the nanoparticles decomposed peroxide fuel to induce locomotion by ejecting oxygen bubbles through a microjet. The paper microjets could be loaded with fluorescent rhodamine 6G (R6G), a model payload, before being remotely guided through an external magnetic field inside a fluidic environment. The reported methodology provides an economic, scalable, and biodegradable scheme for the design and development of bubble-propelled microengines, which are capable of directed locomotion.",14-Jul-15
14,Amit Kumar Singh,Multimodal chemo-magnetic control of self-propelling microbots.,"We report a controlled migration of an iron nanoparticle (FeNP) coated polymer micromotor. The otherwise diffusive motion of the motor was meticulously directed through an in situ pH-gradient and an external magnetic field. The self-propulsion owing to the asymmetric catalytic decomposition of peroxide fuel was directed through a pH gradient imposed across the motor-surface, while the magnetic field induced an external control on the movement and the speed of the motor. Interestingly, the sole influence of the pH gradient could move the motor as high as [similar]25 body lengths per second, which was further magnified by the external assistance from the magnetic field. Applying a magnetic field against the pH directed motion helped in the quantitative experimental estimation of the force-field required to arrest the chemotactic migration. The influence of the coupled internal and external fields could halt, steer or reverse the direction the motor inside a microchannel, rotate the motor around a target, and deliver the motor to a cluster of cells. This study showcases a multimodal chemical–magnetic field regulated migration of micro-machines for sensing, transport, and delivery inside a fluidic environment. ",25-Oct-13
15,Amit Kumar Singh,"Cloning, Sequencing and Characterization of Exonuclease gene of Mycobacteriophage L1",,1-Jan-11
16,Amit Kumar Singh,Target Identification by In-Silico studies on NS1 proteins of Bird Flu Virus,"Avian influenza, or 'bird flu', is a contagious disease of animals caused by Influenza viruses that normally infect only birds and, less commonly, pigs. Avian influenza viruses are highly species-specific, but have, on rare occasions, crossed the species barrier to infect humans. There are several different types of avian viruses (type A, B, C with each type having several subtypes) and they are constantly evolving. And this ability of influenza viruses to change their genetic makeup and to swap genes makes them unpredictable and potentially deadly. In this work the focus was on the translated NS1 protein of the H5N1 virus (as it is responsible for pathogenesis and elevation in levels of cytokines during infection) along with a comparative study of H5N1's translated NS1 protein with the translated NS1 protein of the other pandemic virus (H1N1, H2N2, H3N2) infecting humans, avian and swine. Attempt has been done to determine and create the 3D structure of the consensus protein sequence translated from the Nonstructural NS1 gene within the host cells by H5N1 flu viruses. After comparing the NS1 protein sequence of H5N1 along with the other three pandemic viruses' translated NS1 protein sequence, a common region/domain has been identified which seems to have remain conserved in all pandemic flu viruses including H5N1 subtype. A drug/vaccine can be devised to attack this conserved site as this site is present in all pandemic flu viruses which is unaffected by mutations in the viruses. So the drug/vaccine can be more effective in combating the H5N1 virus if it interacts with this conserved region thereby decreasing the severity of the disease and mortality rate. ",1-Jan-08
17,Amit Kumar Singh,Adsorption of Phenol on Activated Charcoal,,1-Jan-07
18,Amit Kumar Singh,Changes in Stress Parameters and Metabolic Enzymes in Plants due to Heavy Metals,,1-Jan-07
0,Colin Reagle,Study of Microparticle Rebound Characteristics Under High Temperature Conditions,"Large amounts of tiny microparticles are ingested into gas turbines over their operating life, resulting in unexpected wear and tear. Knowledge of such microparticle behavior at gas turbine operating temperatures is limited in published literature. In this study, Arizona road dust (ARD) is injected into a hot flow field to measure the effects of high temperature and velocity on particle rebound from a polished 304 stainless steel (SS) coupon. The results are compared with baseline (27 m/s) measurements at ambient (300 K) temperature made in the Virginia Tech Aerothermal Rig, as well as previously published literature. Mean coefficient of restitution (COR) was shown to decrease with the increased temperature/velocity conditions in the VT Aerothermal Rig. The effects of increasing temperature and velocity led to a 12% average reduction in COR at 533 K (47 m/s), 15% average reduction in COR at 866 K (77 m/s), and 16% average reduction in COR at 1073 K (102 m/s) compared with ambient results. The decrease in COR appeared to be almost entirely a result of increased velocity that resulted from heating the flow. Trends show that temperature plays a minor role in energy transfer between particle and impact surface below a critical temperature.",21-Oct-13
1,Colin Reagle,Measuring the coefficient of restitution of high speed microparticle impacts using a PTV and CFD hybrid technique,"A novel particle tracking velocimetry (PTV)/computational fluid dynamics (CFD) hybrid method for measuring coefficient of restitution (COR) has been developed which is relatively simple, cost-effective, and robust. A laser and camera system is used in the Virginia Tech Aerothermal Rig to measure velocity trajectories of microparticles. The method solves for particle impact velocity at the impact surface using a CFD solution and Lagrangian particle tracking. The methodology presented here attempts to characterize a difficult problem by a combination of established techniques, PTV and CFD, which have not been used in this capacity before. Erosion and deposition are functions of particle/wall interactions and COR is a fundamental property of these interactions. COR depends on impact velocity, angle of impact, temperature, particle composition, and wall material. Two sizes of Arizona road dust and one size of glass beads are impacted on to a 304 stainless steel coupon. The particles are entrained into a free jet of 27 m s−1 at room temperature. Impact angle was varied from 85° to 25° depending on particle. Mean results collected using this new technique compare favorably with trends established in literature. The utilization of this technique to measure COR of microparticle sand will help develop a computational model and serve as a baseline for further measurements at elevated air and wall temperatures.",4-Sep-13
2,Colin Reagle,Sand Transport in a Two Pass Internal Cooling Duct with Rib Turbulators,"A two pass stationary square duct with rib turbulators subjected to sand ingestion is studied using Large Eddy Simulations (LES). Each pass has ribs on two opposite walls and aligned normal to the main flow direction. The rib pitch to rib height (P/e) is 9.28, the rib height to channel hydraulic diameter (e/Dh) is 0.0625 and calculations have been carried out for a bulk Reynolds number of 25,000. Particle sizes in the range 0.5–25 μm are considered, with the same size distribution as found in Arizona Road Dust (medium). Large Eddy Simulation (LES) with wall-model is used to model the flow and sand particles are modeled using a discrete Lagrangian framework. 220,000 particles are injected at the inlet and perfectly elastic collisions with the wall are considered. Results quantify the distribution of particle impingement density on all surfaces. Highest particle impingement density is found in the first quarter section of the second pass after the 180° turn, where the recorded impingement is more than twice that of any other region. It is also found that the average particle impingement per pitch is 28% higher in the second pass than the first pass. Results show lower particle tendency to hit the region immediately behind the rib in the first pass compared to the second pass where particle impingement is more uniform in the region between two ribs. The smooth walls do not show much particle impingement except the wall in second pass where the flow impinges after the turn. The rib face facing the flow is by far is the most susceptible to impingement and hence deposition and erosion. The results of this simulation were also compared with results obtained from experiments conducted on an identical two pass geometry with Arizona Road Dust particles. The particle impingement pattern is recorded by using a sticky tape on all surfaces to capture the particles. The numerical predictions showed good qualitative agreement with experimental measurements.",8-Jul-12
3,Colin Reagle,A Transient Infrared Technique for Measuring Surface Heat Transfer In A Transonic Turbine Cascade,"This paper describes a method for obtaining surface and endwall heat transfer in an uncooled transonic cascade facility using infrared thermography measurements. Midspan heat transfer coefficient results are first presented for an engine representative first stage nozzle guide vane at exit Mach number of 0.77, Reynolds number of 1.05×106 and freestream turbulence intensity of 16%. The results obtained from infrared thermography are compared with previously published results using thin film gauges in the same facility on the same geometry. There is generally good agreement between the two measurement techniques in both trend and overall level of heat transfer coefficient over the vane surface. Stanton number contours are then presented for a blade endwall at exit Mach number of 0.88, Reynolds number of 1.70×106 and freestream turbulence intensity of 8%. Infrared thermography results are qualitatively compared with results from a published work obtained with liquid crystals at similar flow conditions. Results are qualitatively in agreement.",14-Jun-10
4,Colin Reagle,An Experimental Investigation of Showerhead Film Cooling Performance in a Transonic Vane Cascade at Low and High Freestream Turbulence,,8-Jun-09
0,Pei Dong,Chemical vapor deposition of thin crystals of layered semiconductor SnS2 for fast photo-detection application,,10-Dec-14
1,Pei Dong,High Electrocatalytic Activity of Vertically Aligned Single-Walled Carbon Nanotubes towards Sulfide Redox Shuttles,,26-Mar-12
2,Pei Dong,Vertically Aligned Single-Walled Carbon Nanotubes as Low-cost and High Electrocatalytic Counter Electrode for Dye- Sensitized Solar Cells,,19-Jul-11
3,Pei Dong,The Influence of n-layer on Structural Properties of I-layer in n-i-p μc-Si:H Thin Film Solar Cells,,1-Jun-08
4,Pei Dong,Influence of Amorphous Silicon Incubation Layer on the Characters of High Rate Deposited Microcrystalline Silicon Solar Cells,,1-Jan-08
5,Pei Dong,Google Scholar,https://scholar.google.com/citations?hl=en&user=Bz4c55IAAAAJ,
6,Pei Dong,Recent advances in alternative cathode materials for iodine-free dye-sensitized solar cells (Review paper),,Energy & Environmental Science
0,Duminda Wijesekera,Using Temporal Logic to Verify Blood Supply Chain Safety,"The need for transfusion blood increases each year. The Food and Drug Administration (FDA), the American Association of Blood Banks (AABB) and standardization bodies that hold jurisdiction in other countries continuously update blood transfusion safety mandates. Verifying blood bank processes for safety takes labor and time. We automate this verification process by modeling the work flows of the blood processing supply chain, extracting FDA and AABB requirements as Temporal Logic formulas and verifying that the workflows comply with the mandates. We also show how this process can seamlessly integrate into an Electronic Medical Record System.",29-Jul-15
0,Mingkui Wei,Claim What You Need: A Text-Mining Approach on Android Permission Request Authorization,,1-Jan-15
1,Mingkui Wei,On Detection and Concealment of Critical Roles in Tactical Wireless Networks,,1-Jan-15
2,Mingkui Wei,Safety Can Be Dangerous: Secure Communications Impair Smart Grid Stability Under Emergencies,,1-Jan-15
3,Mingkui Wei,Combat the Disaster: Communications in Smart Grid Alleviate Cascading Failures,,1-Dec-14
4,Mingkui Wei,Greenbench: A Benchmark for Observing Power Grid Vulnerability Under Data-Centric Threats,,1-Apr-14
5,Mingkui Wei,Toward Distributed Intelligent: A Case Study of Peer to Peer Communication in Smart Grid,,1-Dec-13
0,Michael Hieb,The Operations Intent and Effects Model: A Command and Control Methodology for Increased Automation,"Command and Control (C2) is viewed as an increasing important part of future military 
technologies. While recent C2 theory has focused on desirable features of complex organizations, 
such as Agility, and emerging work is looking at social media approaches – the key issues for 
many nations and programs are how to integrate and benefit from increased automation. Rapid 
advanced in Robotic and Simulation technologies are very apparent and challenge the current C2 
methodologies that rely upon intensive human intervention and monitoring. Future C2 will need 
to accommodate “mixed” forces of Humans and Robots.
The uncertainty inherent in an actual mission, and the variety of potential organizations that 
support the mission after it is underway, makes Command Intent (CI) a critical concept for 
automated C2 systems. Both humans and decision support services (including simulations) within 
a C2 system need to have the ability to communicate and interpret a shared CI. The Operations 
Intent and Effects Model (OIEM) identifies the relationships between Intent, Actions, and Effects 
in a C2 framework. We describe this model and show how it can represen",1-Jun-13
0,Nicholas Clark,Why We Are Experimenting with Online Polling,Methodological research pros and cons of conducting online polls. Work published in LA Times as part of Greenberg Quinlan Rosner Research memo.,7-Oct-15
1,Nicholas Clark,Action Memorandum: Recommendations for improving labor standards and expanding textile and apparel exports from Pakistan,On behalf of the U.S. State Department a selection of UCSD students researched ways how the U.S. government could improve collaboration with Pakistan on textile and apparel exports (in the context of improving the general security situation). The project under the aegis of Professor Richard Feinberg was finalized as a action memorandum in December 2014 and served among others to brief U.S. officials negotiating with and travelling to Pakistan.,26-Jan-15
2,Nicholas Clark,Dodd-Frank Lite,Financial and prudential regulations embodied in the Dodd-Frank Wall Street Reform and Consumer Protection Act of 2010 and Trans-Atlantic Trade and Investment Partnership (TTIP).,7-Oct-14
3,Nicholas Clark,Understanding Policy: Collective Action and Haiti's Earthquake,Strategic policy-making processes of collective action and disaster relief.,19-Apr-14
0,Dorin Marcu,Argumentation-based Approach to Scientific Investigation: The Role of Cover Crops in Weed Suppression,"Weed management is a major challenge in conventional and organic production systems, amplified by the increasing resistance of weeds to herbicides. Cover crops offer a particularly promising strategy for management, as they minimize selection pressure by herbicides and synergistically improve weed control with existing herbicides, but the precise mechanisms through which cover crops provide weed suppression are not well-understood. Current approaches to scientific investigation use statistical machine learning to discover knowledge from data. This paper proposes a different artificial intelligence approach that synergistically integrates evidence-based reasoning, argumentation-based explanations, multi-strategy learning, and hypothesis-guided search in farm data to discover knowledge on how climate, soil, and weed seedbank size interact with cover crop biomass to drive weed suppression. The presented approach works with both large and small amounts of farm data, and is also applicable to other agricultural and food production domains.",4-Nov-21
1,Dorin Marcu,A Framework for Deep Anticipatory Intelligence Analysis,"Anticipatory intelligence is the complex task of identifying and assessing new, emerging trends, changing conditions, and underappreciated developments to challenge long- standing assumptions, encourage new perspectives, identify new opportunities, and provide warning of threats to national interests, based on current information of all kinds that come from a variety of different sources. This paper presents a framework for anticipatory intelligence analysis to be implemented into an instructable agent that can be taught how to assist an analyst.",4-Nov-21
2,Dorin Marcu,Shared Model of Sense-making for Human-Machine Collaboration,"We present a model of sense-making that greatly facilitates the collaboration between an intelligent analyst and a knowledge-based agent. It is a general model grounded in the science of evidence and the scientific method of hypothesis generation and testing, where sense-making hypotheses that explain an observation are generated, relevant evidence is then discovered, and the hypotheses are tested based on the discovered evidence. We illustrate how the model enables an analyst to directly instruct the agent to understand situations involving the possible production of weapons (e.g., chemical warfare agents) and how the agent becomes increasingly more competent in understanding other situations from that domain (e.g., possible production of centrifuge-enriched uranium or of stealth fighter aircraft).",4-Nov-21
3,Dorin Marcu,Prediction-Driven Knowledge Discovery from Data and Prior Knowledge,"This paper presents a novel approach to knowledge discovery. As opposed to the vast majority of existing approaches that use statistical machine learning to discover knowledge from data, we synergistically integrate ideas from artificial intelligence, machine learning, science of evidence, logic and probabilities to use both existing incomplete domain knowledge and imperfect data to discover new knowledge. We illustrate this approach in the precision agriculture domain considering the practices associated with cover crops, and learning how abiotic and biotic factors and cover crops management practices (planting and termination dates and methods) influence cereal cover crop biomass accumulation across corn-growing, soybean-growing, and cotton-growing regions of the U.S.",4-Nov-21
4,Dorin Marcu,Automating the Investigation of Sophisticated Cyber Threats with Cognitive Agents,"This chapter presents an approach to orchestrating security incident response investigations using cognitive agents trained to detect sophisticated cyber threats and integrated into cybersecurity operations centers. After briefly introducing advanced persistent threats (APTs), it overviews the APT detection model and how agents are trained. It then describes how hypotheses that may explain security alerts are generated using collected data and threat intelligence, how the analyses of these hypotheses guide the collection of additional evidence, the design of the Collection Manager software, used to integrate cognitive agents with selected collection agents, how results of searches are added to the knowledge base as evidence, and how the generated hypotheses are tested using this evidence. These concepts are illustrated with an example of detecting an APT attack. We finally overview our experimental method and results.",22-Jan-21
5,Dorin Marcu,"Instructing a Cognitive Agent to Perform Sensemaking in Intelligence, Surveillance and Reconnaissance","This paper presents progress made towards the development of a theory, methodology and instructable system for automated analysis in Intelligence, Surveillance and Reconnaissance. An intelligence analyst shows the system how to make sense of a suspicious alert by following the scientific method of hypothesis generation and testing, and the system learns general rules to make sense of similar alerts. We believe that the approach we are developing has several significant advantages over the current manual approach to sensemaking in terms of speed, quality, and transparency of analysis, which more than compensate for the extra effort needed to train the agent. In particular, it significantly improves and accelerates the understanding of the goals and behavior of entities of interest, and enables the early identification of potential threats.",10-Aug-20
